Name,Description,Price,Image URL,Product URL
"Herman stol
Dark Stained Beech",Herman stol kommer från Ferm Living och har en tidlös design signerad Danish Herman Studio. Tack vare det breda ryggstödet och den mjuka moderna färgsättningen känns stolen välkomnande att slå sig ner i. När du vill rengöra golvet hänger du upp stolarna med ryggstödet på bordskanten och tack vare att de är stapelbara kan du ha några extrastolar undanställda tills det är dags för middagsbjudning. Välj att köpa dina Hermanstolar i samma eller flera olika färger beroende på vilken känsla du vill skapa vid matplatsen.,4 406 kr,https://www.nordicnest.se/assets/blobs/ferm-living-herman-stol-dark-stained-beech/613413-01_1_ProductImageMain-d0ee7f5fe5.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/ferm-living/herman-stol/?variantId=613413-01
"Rico dining chair bouclé
Off-white-cashmere",Rico dining chair bouclé från Ferm Living välkomnar kurvor och volym till en klassisk design som definieras av mjuka linjer och ett omfamnande uttryck. Rico dining chair bouclé är en bekväm stol som passar lika bra vid middagsbordet som vid skrivbordet.,8 252 kr,https://www.nordicnest.se/assets/blobs/ferm-living-rico-dining-chair-boucle-off-white-cashmere/577237-01_1_ProductImageMain-68e75c5f53.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/ferm-living/rico-dining-chair-boucle/?variantId=577237-01
"Fridhem matstol
Papercord-laquered oak",,3 495 kr,https://www.nordicnest.se/assets/blobs/1898-fridhem-matstol-papercord-laquered-oak/614509-01_1_ProductImageMain-f1e5130eb2.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/1898/fridhem-matstol/?variantId=614509-01
"Horizon stol
White","Horizon stol från det svenska varumärket Scandi Living omfamnar raka linjer tillsammans med mjuka former, och blir en elegant och tidlös detalj i ditt hem. Horizon är en solitär och stilren stol som passar i många typer av miljöer, ensam eller i matgrupp.",2 691 kr,https://www.nordicnest.se/assets/blobs/scandi-living-horizon-stol-white/591409-01_1_ProductImageMain-a262e3ce36.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/scandi-living/horizon-stol/?variantId=591409-01
"Horizon stol
Black brushed oak","Horizon stol från det svenska varumärket Scandi Living omfamnar raka linjer tillsammans med mjuka former, och blir en elegant och tidlös detalj i ditt hem. Horizon är en solitär och stilren stol som passar i många typer av miljöer, ensam eller i matgrupp.",1 949 kr,https://www.nordicnest.se/assets/blobs/scandi-living-horizon-stol-black-brushed-oak/591407-01_1_ProductImageMain-92026f78ae.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/scandi-living/horizon-stol/?variantId=591407-01
"Tetra stol med klädd sits
Granitfärgat tyg-mörkoljad ek","Tetra stol med klädd sits från MUUBS är designad av Says Who och kombinerar organisk design med komfort och rustik charm. Trästolen har en vacker ryggstöd, stoppad sits och enkla ben, skapande en tidlös skönhet. Dess naturliga nyanser förstärks av oljning, medan textilsitsen ger djup åt färgspelet. Med enkla detaljer och en inbjudande sits skapar Tetra en sammanhängande och exklusiv atmosfär. Namnet, grekiska för fyra, speglar stolens harmoniska design. Enkel att montera, perfekt för gemenskap och minnesvärda stunder kring middagsbordet.",2 117 kr,https://www.nordicnest.se/assets/blobs/muubs-tetra-stol-med-kladd-sits-granitfargat-tyg-morkoljad-ek/592299-01_1_ProductImageMain-70d9e45170.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/muubs/tetra-stol-med-kladd-sits/?variantId=592299-01
"Lilla Åland stol björk
Svart 52 NSC S 9000-N (matt)","Lilla Åland stol björk från svenska Stolab är en älskad klassiker designad av Carl Malmsten. Stolen kan till sin form tyckas vara enkel, men med mjuka former och svarvade pinnar och avslut är det en väl arbetad stol som har en given plats bland 1900-talets möbelklassiker. Pinnstolen passar väl in i de flesta hem och inredningsstilar och i kombination med den specialdesignade stolsdynan ges du en ännu mjukare och mer bekväm sittupplevelse.",4 450 kr,https://www.nordicnest.se/assets/blobs/stolab-lilla-aland-stol-bjork-svart-52-nsc-s-9000-n-matt/514962-01_1_ProductImageMain-20c8005615.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/stolab/lilla-aland-stol-bjork/?variantId=514962-01
"Horizon stol
Grey","Horizon stol från det svenska varumärket Scandi Living omfamnar raka linjer tillsammans med mjuka former, och blir en elegant och tidlös detalj i ditt hem. Horizon är en solitär och stilren stol som passar i många typer av miljöer, ensam eller i matgrupp.",1 794 kr,https://www.nordicnest.se/assets/blobs/scandi-living-horizon-stol-grey/591413-01_1_ProductImageMain-d45d41f43c.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/scandi-living/horizon-stol/?variantId=591413-01
"J80 stol
Smoked oak nature oiled","J80 stol från FDB Møbler är en tidlös klassiker som passar i alla hem. Den är tillverkad i högkvalitativt trä och har en bekväm sits. Stolens design är enkel men ändå genomtänkt, vilket gör den till en favorit i många hem. J80 Stol - enkelhet och komfort i perfekt balans.",7 823 kr,https://www.nordicnest.se/assets/blobs/fdb-mbler-j80-stol-smoked-oak-nature-oiled/601716-01_1_KTProductImageMain-7a63ac0229.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/fdb-mobler/j80-stol/?variantId=601716-01
"Prima Vista stol oljad ek
Läder elmotique 99001 svart",Prima Vista stol i oljad massiv ek från Stolab är en bekväm stol med en noga genomtänkt design. Oljan ger en naturlig träkänsla som enkelt bibehålls med rätt underhåll. Stolen är en del av den populära Prima Vista-serien som är formgiven av Marit Stigsdotter och Staffan Lind. Stolens bakben med sin lätta böjning vid ryggbrickan tillsammans med den mjukt rundade ryggen och behagliga sitsen skapar de små detaljerna som gör Prima Vista både stilren och bekväm att sitta på.,6 950 kr,https://www.nordicnest.se/assets/blobs/stolab-prima-vista-stol-oljad-ek-lader-elmotique-99001-svart/575797-01_1_ProductImageMain-8e04d1d2a1.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/stolab/prima-vista-stol-oljad-ek/?variantId=575797-01
"Cover karmstol klädd sits
Refine leather black-Black",Cover karmstol klädd sits från Muuto är designad av Thomas Bentzen. Den erbjuds i unika färger som sand och stone för Svenssons i Lammhult. Med sina fyra träben och rundade sits i pressad faner ger denna karmstol ett fräscht perspektiv på klassiska nordiska möbler. Passar perfekt både vid matsalsbordet och skrivbordet. Cover kombinerar tradition och nytänkande för en stilren atmosfär i ditt hem.,5 044 kr,https://www.nordicnest.se/assets/blobs/muuto-cover-karmstol-kladd-sits-refine-leather-black-black/Cover-stol-black-leathcer-084d2e22a1.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/muuto/cover-karmstol-kladd-sits/?variantId=550093-01
"Lilla Åland stol björk
Vit","Lilla Åland stol björk från svenska Stolab är en älskad klassiker designad av Carl Malmsten. Stolen kan till sin form tyckas vara enkel, men med mjuka former och svarvade pinnar och avslut är det en väl arbetad stol som har en given plats bland 1900-talets möbelklassiker. Pinnstolen passar väl in i de flesta hem och inredningsstilar och i kombination med den specialdesignade stolsdynan ges du en ännu mjukare och mer bekväm sittupplevelse.",4 450 kr,https://www.nordicnest.se/assets/blobs/stolab-lilla-aland-stol-bjork-vit/514973-01_1_ProductImageMain-0cbf764dcb.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/stolab/lilla-aland-stol-bjork/?variantId=514973-01
"Lilla Åland stol björk
Ljus mattlack","Lilla Åland stol björk från svenska Stolab är en älskad klassiker designad av Carl Malmsten. Stolen kan till sin form tyckas vara enkel, men med mjuka former och svarvade pinnar och avslut är det en väl arbetad stol som har en given plats bland 1900-talets möbelklassiker. Pinnstolen passar väl in i de flesta hem och inredningsstilar och i kombination med den specialdesignade stolsdynan ges du en ännu mjukare och mer bekväm sittupplevelse.",4 150 kr,https://www.nordicnest.se/assets/blobs/stolab-lilla-aland-stol-bjork-ljus-mattlack/514963-01_1_ProductImageMain-bab4177834.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/stolab/lilla-aland-stol-bjork/?variantId=514963-01
"Lilla Åland stol björk
Ljusgrå","Lilla Åland stol björk från svenska Stolab är en älskad klassiker designad av Carl Malmsten. Stolen kan till sin form tyckas vara enkel, men med mjuka former och svarvade pinnar och avslut är det en väl arbetad stol som har en given plats bland 1900-talets möbelklassiker. Pinnstolen passar väl in i de flesta hem och inredningsstilar och i kombination med den specialdesignade stolsdynan ges du en ännu mjukare och mer bekväm sittupplevelse.",4 450 kr,https://www.nordicnest.se/assets/blobs/stolab-lilla-aland-stol-bjork-ljusgra/514968-01_1_ProductImageMain-74b552acb8.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/stolab/lilla-aland-stol-bjork/?variantId=514968-01
"Icha stol
Valnötsbetsad bok",Icha stol från svenska Massproductions har en form inspirerad av både skandinaviska och japanska designtraditioner. Barstolen har en slank men ändå stark konstruktion som gör att den passar lika bra i hemmet som i offentliga miljöer.,6 007 kr,https://www.nordicnest.se/assets/blobs/massproductions-icha-stol-valnotsbetsad-bok/569785-01_1_ProductImageMain-f004fc3803.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/massproductions/icha-stol/?variantId=569785-01
"Lilla Åland stol ek
Naturell olja","Lilla Åland stol ek från svenska Stolab är en älskad klassiker designad av Carl Malmsten. Stolen kan till sin form tyckas vara enkel, men med mjuka former och svarvade pinnar och avslut är det en väl arbetad stol som har en given plats bland 1900-talets möbelklassiker. Pinnstolen passar väl in i de flesta hem och inredningsstilar och i kombination med den specialdesignade stolsdynan ges du en ännu mjukare och mer bekväm sittupplevelse.",5 450 kr,https://www.nordicnest.se/assets/blobs/stolab-lilla-aland-stol-ek-naturell-olja/514980-01_1_ProductImageMain-0a0ce4c4d2.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/stolab/lilla-aland-stol-ek/?variantId=514980-01
"Lilla Åland karmstol ek
Naturell olja","Lilla Åland karmstol ek från svenska Stolab är en naturlig efterföljare till den ursprungliga pinnstolen Lilla Åland, designad av Carl Malmsten. Det som skiljer är möjligheten att med karmstolen bekvämt lägga upp armarna på armstöd.",7 750 kr,https://www.nordicnest.se/assets/blobs/stolab-lilla-aland-karmstol-ek-naturell-olja/514960-01_1_ProductImageMain-4c39b9dc32.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/stolab/lilla-aland-karmstol-ek/?variantId=514960-01
"Muubs Luna Stripe stol
Svart",,1 757 kr,https://www.nordicnest.se/assets/blobs/muubs-muubs-luna-stripe-stol-svart/606819-01_1_KTProductImageMain-5fa6eda2e5.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/muubs/muubs-luna-stripe-stol/?variantId=606819-01
"J46 stol
Beech nature lacquered",J46 stol från FDB Møbler är en tidlös klassiker designad av Poul M. Volther. Denna robusta och bekväma stol är tillverkad med högsta kvalitet i åtanke. Dess enkla men ändå distinkta design gör den till ett perfekt komplement till alla hem.,2 293 kr,https://www.nordicnest.se/assets/blobs/fdb-mbler-j46-stol-beech-nature-lacquered/614935-01_1_ProductImageMain-c5c46edf3c.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/fdb-mobler/j46-stol/?variantId=614935-01
"Daumiller karmstol
Brown-black pine",Daumiller karmstol från Gubi är en robust stol i furu med ergonomiskt utformad sits och ryggstöd. Stolen är en hyllning till Rainer Daumiller och hans passion för naturliga material och former.,6 355 kr,https://www.nordicnest.se/assets/blobs/gubi-daumiller-karmstol-brown-black-pine/625146-01_1_ProductImageMain-e07ba9ca52.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/gubi/daumiller-karmstol/?variantId=625146-01
"Tetra stol med klädd sits
Betongfärgat tyg-naturoljad ek","Tetra stol med klädd sits från MUUBS är designad av Says Who och kombinerar organisk design med komfort och rustik charm. Trästolen har en vacker ryggstöd, stoppad sits och enkla ben, skapande en tidlös skönhet. Dess naturliga nyanser förstärks av oljning, medan textilsitsen ger djup åt färgspelet. Med enkla detaljer och en inbjudande sits skapar Tetra en sammanhängande och exklusiv atmosfär. Namnet, grekiska för fyra, speglar stolens harmoniska design. Enkel att montera, perfekt för gemenskap och minnesvärda stunder kring middagsbordet.",2 142 kr,https://www.nordicnest.se/assets/blobs/muubs-tetra-stol-med-kladd-sits-betongfargat-tyg-naturoljad-ek/592298-01_1_ProductImageMain-d23d1196ff.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/muubs/tetra-stol-med-kladd-sits/?variantId=592298-01
"Pavilion stol AV1
lackerad valnöt","Pavilion stol från danska &Tradition är formgiven av formgivarduon Anderssen & Voll. Stolen har ett tidlöst men samtidigt modernt uttryck som har en luftig känsla och komfortabel stabilitet. Stolen är konstruerad med ben i svartlackerat, formpressat stål med en sits och rygg i ek eller valnöt. Pavilion passar i de allra flesta rum och miljöer men gör sig extra bra runt ett matbord! Välj mellan olika färger.",2 957 kr,https://www.nordicnest.se/assets/blobs/tradition-pavilion-stol-av1-lackerad-valnot/p_31203-03-01-0fa91bcdb5.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/tradition/pavilion-stol-av1-2-pack-single/?variantId=31203-03
"Form stol svarta ben
Svart",Form stol svarta ben är framtagen av designern Simon Legald för Normann Copenhagen och har en stil som passar utmärkt in i det skandinaviska hemmet. Stolens mjuka och böljande form bryts av med raka ben i svart och passar lika bra vid matsalsbordet som framför skrivbordet eller som snygg detalj i sovrummet.,3 070 kr,https://www.nordicnest.se/assets/blobs/normann-copenhagen-form-stol-svarta-ben-svart/37566-03-01-c382a510e2.jpg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/normann-copenhagen/form-stol-svarta-ben/?variantId=37566-03
"Ark stol
Ash","Ark stol från danska Ferm Living är en trästol i stilren, skandinavisk design med raka linjer och minimalistisk känsla. En fin stol vid matplatsen med tidlös design.",2 577 kr,https://www.nordicnest.se/assets/blobs/ferm-living-ark-stol-ash/514545-01_1_ProductImageMain-93503fdbed.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/ferm-living/ark-stol/?variantId=514545-01
"Ton no.14 stol
Svartbets B123-New Fanérsits","Stolen no.14 från Ton formgavs av Michael Thonet år 1859 och kallas ofta för ""stolarnas stol"". Den klassiska stolen har tillverkats i otaliga exemplar och finns i många hem och miljöer världen över. Med sin lätta vikt och enkla formspråk så är den väl värd sitt smeknamn.",4 125 kr,https://www.nordicnest.se/assets/blobs/ton-ton-no14-stol-svartbets-b123-new-fanersits/546022-01_1_ProductImageMain-4da49bb449.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/ton/ton-chair-no1402-stol/?variantId=546022-01
"Co Chair matstol kromade ben
Mörkbetsad ek",Co matstol från danska Audo Copenhagen är en stilren stol med kromade ben. Stolen har en minimalistisk look som gör att den passar in i de flesta hem och inredningsstilar. Placera flera stolar runt matbordet eller ställ en enstaka i hallen som en extra sittplats. Stolen är stapelbar med upp till tio stolar.,3 357 kr,https://www.nordicnest.se/assets/blobs/audo-copenhagen-co-chair-matstol-kromade-ben-morkbetsad-ek/45894-03-01-58cfd25a3c.jpg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/audo-copenhagen/co-matstol-kromade-ben/?variantId=45894-03
"Lilla Åland stol björk
Lingon 19 (S6030-R)","Lilla Åland stol björk från svenska Stolab är en älskad klassiker designad av Carl Malmsten. Stolen kan till sin form tyckas vara enkel, men med mjuka former och svarvade pinnar och avslut är det en väl arbetad stol som har en given plats bland 1900-talets möbelklassiker. Pinnstolen passar väl in i de flesta hem och inredningsstilar och i kombination med den specialdesignade stolsdynan ges du en ännu mjukare och mer bekväm sittupplevelse.",4 450 kr,https://www.nordicnest.se/assets/blobs/stolab-lilla-aland-stol-bjork-lingon-19-s6030-r/579021-01_1_ProductImageMain-be203a4d8e.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/stolab/lilla-aland-stol-bjork/?variantId=579021-01
"Prima Vista stol oljad ek
Läder elmotique 43807 cognac",Prima Vista stol i oljad massiv ek från Stolab är en bekväm stol med en noga genomtänkt design. Oljan ger en naturlig träkänsla som enkelt bibehålls med rätt underhåll. Stolen är en del av den populära Prima Vista-serien som är formgiven av Marit Stigsdotter och Staffan Lind. Stolens bakben med sin lätta böjning vid ryggbrickan tillsammans med den mjukt rundade ryggen och behagliga sitsen skapar de små detaljerna som gör Prima Vista både stilren och bekväm att sitta på.,6 950 kr,https://www.nordicnest.se/assets/blobs/stolab-prima-vista-stol-oljad-ek-lader-elmotique-43807-cognac/575796-01_1_ProductImageMain-b753cba674.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/stolab/prima-vista-stol-oljad-ek/?variantId=575796-01
"Pinnockio stol
Svart",Pinnockio stol från svenska Stolab är en tidlös pinnstol designad av Yngve Ekström på 50-talet. Den nätta stolen är tillverkad i massiv björk med en vacker stolsrygg av sju pinnar som avsmalnande går samman i det massiva toppstycket.,2 490 kr,https://www.nordicnest.se/assets/blobs/stolab-pinnockio-stol-svart/515015-01_2_ProductImageExtra-595a78b5d6.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/stolab/pinnockio-stol/?variantId=515015-01
"Found stol konstläder
Svart","Found, tidigare kallad Forms, stol konstläder från danska House Doctor är en bekväm och stilren stol i konstläder. Den skålformade och skumstoppade sitsen gör Found‑stolen väldigt bekväm och låter dig njuta av en lång frukost eller middag. Det skandinaviska uttrycket visas genom de mjuka formerna och enkla detaljerna på stolen – som den tydliga sömmen mellan sits och rygg som ger stolen ett levande utseende.",1 099 kr,https://www.nordicnest.se/assets/blobs/house-doctor-found-stol-konstlader-svart/28098-02-01_1_ProductImageMain-4c79c78f72.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/house-doctor/forms-stol-2-pack-single/?variantId=28098-02
"Tube loungestol
Hallingdal 110","Tube loungestol från Normann Copenhagen är designad av Simon Legald och har en stomme av glasblästrat stål och en plywoodyta omgiven av lager av skum och vadd. Inspirerad av Memphis designstil från 1980-talet, kombinerar Tube djärva former och geometriska linjer med den danska minimalismens enkelhet. Den generöst stoppade sitsen och den förlängda ryggstödet ger exceptionell komfort och stöd, perfekt för avkoppling. Placera Tube i vardagsrummet som ett stilfullt blickfång eller i läshörnan för en elegant och bekväm sittplats.",17 382 kr,https://www.nordicnest.se/assets/blobs/normann-copenhagen-tube-loungestol-hallingdal-110/629669-01_1_ProductImageMain-a4bd63fe45.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/normann-copenhagen/tube-loungestol/?variantId=629669-01
"Lilla Åland stol björk
Vitolja","Lilla Åland stol björk från svenska Stolab är en älskad klassiker designad av Carl Malmsten. Stolen kan till sin form tyckas vara enkel, men med mjuka former och svarvade pinnar och avslut är det en väl arbetad stol som har en given plats bland 1900-talets möbelklassiker. Pinnstolen passar väl in i de flesta hem och inredningsstilar och i kombination med den specialdesignade stolsdynan ges du en ännu mjukare och mer bekväm sittupplevelse.",4 150 kr,https://www.nordicnest.se/assets/blobs/stolab-lilla-aland-stol-bjork-vitolja/514974-01_1_ProductImageMain-21890323c6.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/stolab/lilla-aland-stol-bjork/?variantId=514974-01
"J41 stol
White lacquered beech","J41 stol från HAY är en ikonisk möbel med klassisk skandinavisk design. Dess eleganta form och gedigna träkonstruktion skapar en varm och inbjudande atmosfär. J41 är en tidlös stol som passar perfekt runt matbordet eller som en karakteristisk accent i hemmet. Med sin enkla och funktionella estetik är J41 ett uttryck för stil och komfort, vilket gör den till en favorit i varje hem.",3 849 kr,https://www.nordicnest.se/assets/blobs/hay-j41-stol-white-lacquered-beech/J41_White-ef103659fc.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/hay/j41-stol/?variantId=538983-01
"Missing karmstol
Svart ask",Missing karmstol från danska New Works är en stol i modern design med mjukt rundade former i trä och underrede i metall. Stolen går i tidlös skandinavisk stil med starka band till en lång historia av hantverksskicklighet och materialkunnighet kombinerat med samtidens moderna formspråk. Missing karmstol har med sin vackra siluett en självklar plats vid matbordet.,3 836 kr,https://www.nordicnest.se/assets/blobs/new-works-missing-karmstol-svart-ask/570650-01_1_ProductImageMain-305c8297e1.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/new-works/missing-karmstol/?variantId=570650-01
"J46 stol
Beech dust & bones painted",J46 stol från FDB Møbler är en tidlös klassiker designad av Poul M. Volther. Denna robusta och bekväma stol är tillverkad med högsta kvalitet i åtanke. Dess enkla men ändå distinkta design gör den till ett perfekt komplement till alla hem.,2 293 kr,https://www.nordicnest.se/assets/blobs/fdb-mbler-j46-stol-beech-dust-bones-painted/614944-01_1_ProductImageMain-92b10b9a2b.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/fdb-mobler/j46-stol/?variantId=614944-01
"Beetle stol svarta ben 4-pack
Black","Beetle stolar från Gubi är formgivna av den berömda dansk-italienska designerduon GamFratesi – här i ett smart 4-pack med sits och ryggstöd i plast och ben i svartlackerat stål. Som namnet antyder har den ikoniska stolen en design som är inspirerad av skalbaggens anatomi där en mix av skandinavisk enkelhet och funktionalitet möter italiensk exklusivitet. Tack vare materialet blir denna modell både tålig och enkel att rengöra, vilket gör den ultimat som matstol. Välj mellan flera olika färger.",15 999 kr,https://www.nordicnest.se/assets/blobs/gubi-beetle-stol-svarta-ben-4-pack-black/43001-02-01-20fb2ea75a.jpg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/gubi/beetle-stol-svarta-ben-4-pack/?variantId=43001-02
"Horizon stol
Green","Horizon stol från det svenska varumärket Scandi Living omfamnar raka linjer tillsammans med mjuka former, och blir en elegant och tidlös detalj i ditt hem. Horizon är en solitär och stilren stol som passar i många typer av miljöer, ensam eller i matgrupp.",1 794 kr,https://www.nordicnest.se/assets/blobs/scandi-living-horizon-stol-green/591408-01_1_ProductImageMain-da6164bbe4.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/scandi-living/horizon-stol/?variantId=591408-01
